Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs,Profit Margin,Price to Revenue Ratio,Lead Time Efficiency,Shipping Cost per Unit,Days in Inventory,Defect Rate per Production Volume,Revenue per Product Type,Average Shipping Time per Carrier,Manufacturing Cost per Unit,Stock Turnover Rate,Cost to Revenue Ratio
haircare,SKU43,11.74327177630924,6,598,5737.425599119023,Unknown,36,29,85,9,Carrier B,3.6940212683884543,supplier 5,mumbai,1,206,23,26.27736595733241,Pending,0.3723047679850977,Air,Route A,716.0441197593407,0.995420007544609,0.0020467841496911803,3.2222222222222223,0.04345907374574652,0.4235294117647059,0.001807304698956785,174455.3906054623,5.3023255813953485,0.12756002891908938,2.361111111111111,0.12480233641187237
cosmetics,SKU44,51.35579091311039,34,919,7152.2860494355145,Female,13,19,72,6,Carrier C,7.577449657376693,supplier 2,delhi,7,834,18,22.554106620887744,Fail,2.962626320454882,Rail,Route A,610.4532696192277,0.9968465877252395,0.007180332352222348,3.1666666666666665,0.10524235635245408,0.18055555555555555,0.003552309736756453,161521.26599948315,6.0344827586206895,0.02704329331041696,5.538461538461538,0.08535079069822817
haircare,SKU45,33.78413803306551,1,24,5267.956807510521,Male,93,7,52,6,Carrier B,5.21515500871191,supplier 2,chennai,25,794,25,66.31254443999165,Pass,3.219604612084106,Rail,Route A,495.305697028474,0.9874120941262369,0.006413138768506891,1.1666666666666667,0.10029144247522903,1.7884615384615385,0.004054917647461091,174455.3906054623,5.3023255813953485,0.08351705848865448,0.5591397849462365,0.09402235347152375
haircare,SKU46,27.0822071998889,75,859,2556.767360633596,Non-binary,92,29,6,8,Carrier B,4.070955837084083,supplier 3,chennai,18,870,23,77.32235321105162,Pending,3.6486105925362033,Road,Route B,380.4359371119643,0.9697577674052089,0.010592362690822844,3.625,0.6784926395140137,15.333333333333334,0.004193805278777245,174455.3906054623,5.3023255813953485,0.08887626805868003,0.06521739130434782,0.14879567964200227
skincare,SKU47,95.71213588093607,93,910,7089.474249934186,Male,4,15,51,9,Carrier B,8.97875075594997,supplier 1,kolkata,10,964,20,19.712992911293647,Pending,0.3805735867132137,Rail,Route A,581.6023550505868,0.9972193998854744,0.013500597153847424,1.6666666666666667,0.1760539363911759,0.0784313725490196,0.0003947858783332092,241628.16213306322,5.3023255813953485,0.0204491627710515,12.75,0.08203744516823458
haircare,SKU48,76.03554442689172,28,29,7397.07100458718,Non-binary,30,16,9,3,Carrier C,7.0958331565551385,supplier 2,mumbai,9,109,18,23.126363582464776,Fail,1.6981125407144038,Rail,Route B,768.65191395437,0.9968735782625145,0.01027914216042261,5.333333333333333,0.7884259062839043,3.3333333333333335,0.01557901413499453,174455.3906054623,6.0344827586206895,0.2121684732336218,0.3,0.10391301009246799
cosmetics,SKU49,78.89791320564004,19,99,8001.613206519002,Unknown,97,24,9,6,Carrier C,2.5056210329009154,supplier 5,delhi,28,177,28,14.147815443979216,Pass,2.825813985400132,Rail,Route A,336.8901685199779,0.9982318796124195,0.009860250823091653,4.0,0.2784023369889906,10.777777777777779,0.015965050764972497,161521.26599948315,6.0344827586206895,0.07993116070044755,0.09278350515463918,0.04210278100489909
cosmetics,SKU50,14.203484264803022,91,633,5910.885389668899,Female,31,23,82,10,Carrier A,6.247860914975991,supplier 2,delhi,20,306,21,45.17875792463452,Fail,4.754800804671185,Rail,Route B,496.24865029194046,0.992356685175524,0.002402936840837416,2.3,0.07619342579239013,0.3780487804878049,0.015538564721147664,161521.26599948315,6.142857142857143,0.14764299975370757,2.6451612903225805,0.08395504523895668
haircare,SKU51,26.70076097246173,61,154,9866.465457979695,Male,100,4,52,1,Carrier A,4.783000557947665,supplier 5,bangalore,18,673,28,14.19032834456998,Pending,1.7729511720835571,Road,Route A,694.9823175794459,0.9985617617164926,0.002706213393862031,4.0,0.09198077996053203,1.9230769230769231,0.0026343999585194014,174455.3906054623,6.142857142857143,0.021085183275735483,0.52,0.0704388334950654
skincare,SKU52,98.03182965646508,1,820,9435.76260891213,Male,64,11,11,1,Carrier B,8.631052179768947,supplier 1,mumbai,10,727,27,9.166849148597151,Pending,2.1224716191438247,Air,Route C,602.8984988383834,0.9990284993880686,0.010389391268054314,11.0,0.7846411072517224,5.818181818181818,0.0029194932863051233,241628.16213306322,5.3023255813953485,0.012609146009074486,0.171875,0.06389504736680662
skincare,SKU53,30.34147071121421,93,242,8232.334829425821,Male,96,25,54,3,Carrier B,1.0134865660958965,supplier 1,delhi,1,631,17,83.34405899167797,Pending,1.4103475760760271,Air,Route B,750.7378406682709,0.9898760120040585,0.003685645851376338,8.333333333333334,0.0187682697425166,1.7777777777777777,0.0022350991696925946,241628.16213306322,5.3023255813953485,0.13208250236399044,0.5625,0.09119379328265642
haircare,SKU54,31.146243160240854,11,622,6088.021479940859,Non-binary,33,22,61,3,Carrier B,4.305103471287636,supplier 1,kolkata,26,497,29,30.186023375822508,Pass,2.478771975539748,Road,Route B,814.0699965821875,0.9950417350734913,0.005115987724889469,7.333333333333333,0.07057546674242027,0.5409836065573771,0.004987468763661465,174455.3906054623,5.3023255813953485,0.060736465544914506,1.8484848484848484,0.13371667614255783
haircare,SKU55,79.85505834078943,16,701,2925.6751703038126,Male,97,11,11,5,Carrier A,5.014364955030907,supplier 2,delhi,27,918,5,30.3235452566165,Fail,4.548919659396385,Sea,Route B,323.01292795247883,0.9896353684221658,0.027294574309319853,2.2,0.4558513595482643,8.818181818181818,0.004955250173634407,174455.3906054623,6.142857142857143,0.03303218437539924,0.1134020618556701,0.11040628543835782
skincare,SKU56,20.986386037043378,90,93,4767.020484344137,Non-binary,25,23,83,5,Carrier C,1.7744297140717396,supplier 1,mumbai,24,826,28,12.836284572832753,Pass,1.173755495387454,Air,Route B,832.2108087060217,0.9973072730408881,0.004402411549513355,4.6,0.02137867125387638,0.30120481927710846,0.0014210114956264576,241628.16213306322,6.0344827586206895,0.015540296093017861,3.32,0.17457672175715858
haircare,SKU57,49.26320535073416,65,227,1605.8669003924058,Unknown,5,18,51,1,Carrier B,9.16055853538187,supplier 2,delhi,21,588,25,67.77962298707814,Pending,2.511174830212707,Rail,Route A,482.1912386025281,0.9577925026224057,0.030677016469233112,18.0,0.17961879481140922,0.09803921568627451,0.004270705493559026,174455.3906054623,5.3023255813953485,0.11527146766509888,10.2,0.3002684957792585
skincare,SKU58,59.84156137728931,81,896,2021.149810337108,Non-binary,10,5,44,7,Carrier A,4.93843856471209,supplier 3,delhi,18,396,7,65.04741509469146,Fail,1.7303747198591968,Road,Route B,110.36433523136472,0.9678166285537032,0.029607682256521262,0.7142857142857143,0.11223724010709296,0.22727272727272727,0.004369633130957567,241628.16213306322,6.142857142857143,0.16426114922901883,4.4,0.054604727797469416
cosmetics,SKU59,63.828398347710966,30,484,1061.618523013288,Non-binary,100,16,26,7,Carrier B,7.293722596867728,supplier 1,kolkata,11,176,4,1.900762243519458,Fail,0.4471940154638232,Air,Route A,312.5742736100933,0.9982095619072995,0.060123666801273436,2.2857142857142856,0.28052779218722035,3.8461538461538463,0.002540875087862632,161521.26599948315,5.3023255813953485,0.010799785474542375,0.26,0.29443181974904264
skincare,SKU60,17.028027920188702,16,380,8864.084349586436,Female,41,27,72,8,Carrier C,4.3813681581023145,supplier 4,mumbai,29,929,24,87.21305781513568,Fail,2.853090616649054,Rail,Route A,430.1690969751365,0.9901610753716255,0.0019210137503918455,3.375,0.06085233552919881,0.5694444444444444,0.003071141675617927,241628.16213306322,6.0344827586206895,0.09387842606580805,1.7560975609756098,0.048529445344820815
haircare,SKU61,52.02874990329492,23,117,6885.589350896253,Unknown,32,23,36,7,Carrier C,9.030340422521949,supplier 4,kolkata,14,480,12,78.7023939688789,Fail,4.367470538205053,Air,Route A,164.36652824341942,0.9885699843603606,0.007556179616857731,3.2857142857142856,0.25084278951449857,0.8888888888888888,0.009098896954593861,174455.3906054623,6.0344827586206895,0.1639633207684977,1.125,0.0238710907472321
cosmetics,SKU62,72.79635395558736,89,270,3899.746833729224,Unknown,86,2,40,7,Carrier C,7.291701388776776,supplier 2,mumbai,13,751,14,21.048642725168644,Pass,1.8740014040443749,Sea,Route C,320.8465157591116,0.9946025617501328,0.018666943537453726,0.2857142857142857,0.1822925347194194,2.15,0.0024953414168367174,161521.26599948315,6.0344827586206895,0.028027486984245866,0.46511627906976744,0.08227367812291923
skincare,SKU63,13.017376785287857,55,246,4256.949140850225,Non-binary,54,19,10,4,Carrier A,2.45793352798733,supplier 3,bangalore,18,736,10,20.075003975630484,Pending,3.6328432903821337,Sea,Route A,687.2861778664173,0.995284180451444,0.00305791221707853,4.75,0.245793352798733,5.4,0.004935928383671378,241628.16213306322,6.142857142857143,0.027275820619063158,0.18518518518518517,0.16145040852640963
skincare,SKU64,89.63409560813533,11,134,8458.730878367178,Female,73,27,75,6,Carrier C,4.585353468194652,supplier 1,delhi,17,328,6,8.693042425877287,Fail,0.1594863147175146,Air,Route C,771.2250846811575,0.9989722994441035,0.01059663641000454,4.5,0.06113804624259536,0.9733333333333334,0.00048623876438266643,241628.16213306322,6.0344827586206895,0.026503178127674658,1.0273972602739727,0.09117503509344774
skincare,SKU65,33.69771720664313,72,457,8354.579686481995,Male,57,24,54,8,Carrier C,6.580541347884595,supplier 5,kolkata,16,358,21,1.5972227430506774,Fail,4.911095954842331,Rail,Route C,555.8591036717435,0.9998088206943989,0.004033442551414911,3.0,0.12186187681267768,1.0555555555555556,0.013718145125257908,241628.16213306322,6.0344827586206895,0.004461516042040998,0.9473684210526315,0.06653346123098726
